	Treatment1	Treatment2	Treatment3	Treatment4	Treatment5	Treatment6	Treatment7	Treatment8	Treatment9	Treatment10	Treatment11	Treatment12	Treatment13	Treatment14	Treatment15	Treatment16	Treatment17	Treatment18	Treatment19	Treatment20	Treatment21	Treatment22	Treatment23	Treatment24	Treatment25	Treatment26	Control1	Control2	Control3	Control4	Control5	Control6	Control7	Control8	Control9	Control10	Control11	Control12	Control13	Control14	Control15	Control16	Control17	Control18	Control19	Control20	Control21	Control22	Control23	Control24	Control25	Control26	Control27	Control28
V1.CD37-4_GL0046249	44272.92975	21276.12954	76912.27564	107837.9177	85703.42046	-17985.48988	193370.1245	94849.08558	33539.21547	33539.21547	33539.21547	41257.99192	41257.99192	41257.99192	41257.99192	154009.2847	43854.20123	166371.748	91806.23185	55681.3226	16471.56089	16471.56089	49178.01933	49178.01933	49178.01933	49178.01933	63439.56233	131150.608	-88882.65002	149961.8642	103771.9508	-17985.48988	-17985.48988	74525.38532	33539.21547	33539.21547	97552.90936	33539.21547	41257.99192	41257.99192	41257.99192	41257.99192	187373.8257	-15360.80408	-12957.77566	46947.5305	16471.56089	170657.5212	29696.47277	16471.56089	49178.01933	49178.01933	49178.01933	49178.01933
N103A_GL0021982	66412.77168	56910.64701	92615.11393	112899.0567	72790.08335	-16123.54808	86239.75136	66361.50104	88145.03578	29223.9145	49774.25972	72065.09412	72065.09412	72065.09412	72065.09412	49180.82825	49180.82825	49180.82825	49180.82825	124831.1312	105078.8711	39107.80547	52921.56813	79875.85823	64049.70841	11132.53471	78033.61334	120931.7956	-26765.54144	139507.0486	112252.715	109217.128	154463.4187	108638.9209	64076.75965	24833.53672	65101.18113	83636.45553	140824.4296	72065.09412	72065.09412	72065.09412	49180.82825	110391.9815	49180.82825	163739.3599	134655.623	65553.16611	88096.53517	151272.5196	206255.5715	87892.69379	92202.16892	11132.53471
MH0222_GL0076490	33835.67196	276311.9027	108322.4097	161922.3414	154625.8599	129365.9722	185035.7548	279565.3101	219891.8233	169525.5649	88745.13954	231987.6332	185558.8929	126185.78	110970.6742	92387.17542	97028.23787	148441.6083	195884.0627	250116.1069	205200.7997	238369.8536	108787.5967	48174.15324	136877.8814	38733.65071	266752.539	186668.1078	138482.4589	128673.6567	195894.9522	79184.46793	94213.37627	48284.42488	100923.7671	65382.55014	191317.788	78686.95856	211228.9159	91684.6858	180796.0531	159637.008	80363.6413	136146.54	180341.4455	211948.0257	159801.6651	225897.8593	79681.1972	100048.9854	110425.9764	224438.7075	134684.5666	163409.0627
O2.UC27-1_GL0024332	225158.3014	-23847.32235	26855.15337	84231.66383	38106.60977	-29788.37957	-4895.362854	-31978.92426	128736.3656	13556.10475	7710.490012	61515.08128	61515.08128	61515.08128	61515.08128	289434.6266	116437.1656	39590.34532	39590.34532	171616.1502	54584.54215	54584.54215	61325.0349	-17155.57409	79007.63155	-17155.57409	41396.71128	18383.16691	142611.6546	85775.47969	150641.8069	100645.0461	78314.74573	49135.80683	32256.06669	110298.7372	49713.89476	60635.50695	61515.08128	61515.08128	61515.08128	154513.011	210880.299	39590.34532	39590.34532	39590.34532	54584.54215	54584.54215	54584.54215	54584.54215	-17155.57409	159639.2336	123900.1352	125343.8245
T2D-135A_GL0112865	54189.58052	25848.49895	-39322.46072	132536.4683	26654.87816	91713.38216	92121.04506	159906.4972	168555.1824	64295.29767	161789.9142	99727.32265	92839.28012	47194.96251	47194.96251	78984.88812	78984.88812	78984.88812	78984.88812	95222.75717	123067.0955	-58514.40717	32901.02274	32901.02274	32901.02274	32901.02274	81729.74523	107163.8521	96157.00985	-39322.46072	264458.239	26654.87816	26654.87816	26654.87816	112766.0149	82976.40845	46595.71144	161460.9951	47194.96251	47194.96251	233530.2557	109150.6979	78984.88812	78984.88812	78984.88812	78984.88812	10719.99803	-18885.83742	138820.3215	130176.506	32901.02274	97918.57846	201021.315	179498.178
MH0356_GL0115171	128753.5802	85391.2135	82123.58097	140396.361	211618.103	139002.2441	107963.1073	380676.2354	115340.4542	184746.1129	334931.9228	88198.79134	85672.30432	104722.6128	79530.93486	-6184.289178	140929.2509	164477.4332	189179.6179	313956.1618	71698.28338	71698.28338	25151.81256	18969.64319	76060.44103	18969.64319	98947.47275	185554.4537	82844.81518	276606.5924	116397.4244	85453.89067	58961.21192	90117.197	171794.6865	16507.8384	144774.2676	157999.9433	129248.7837	150334.9203	130010.525	123152.1428	128442.0733	149029.0418	153743.0329	-6184.289178	71698.28338	71698.28338	71698.28338	111374.6824	226060.2908	159102.3069	139676.3448	76382.42902
V1.CD21-0_GL0015868	22447.03213	22447.03213	126742.1795	22447.03213	155535.9446	141345.9924	42071.94935	86911.20956	18095.23251	18095.23251	18095.23251	-16063.72247	-16063.72247	173897.6573	131766.1839	211436.9519	60722.6746	211857.3303	119604.437	209845.6992	-6989.780276	-6989.780276	178074.0175	10796.70304	10796.70304	114300.0968	22447.03213	168670.1062	138465.6447	22447.03213	84032.42918	-19489.94709	200404.8702	-19489.94709	18095.23251	114311.3911	18095.23251	133096.946	118545.1357	-16063.72247	-16063.72247	199180.5386	-12999.01952	-12999.01952	-12999.01952	144389.484	-6989.780276	132547.0495	119575.7326	134487.6402	10796.70304	10796.70304	10796.70304	10796.70304
MH0034_GL0002605	126145.7228	39661.6208	48060.69625	59560.56933	35156.12596	101873.9856	35156.12596	117263.2825	40337.18271	19375.07048	11695.0552	61540.4442	61540.4442	61540.4442	61540.4442	55074.85727	55074.85727	55074.85727	55074.85727	-34118.07043	136036.932	18548.04066	42807.16762	-42281.00999	-42281.00999	-42281.00999	301158.3486	8372.809846	8372.809846	8372.809846	35156.12596	35156.12596	35156.12596	35156.12596	30650.05946	20757.31331	33277.46317	35333.69216	61540.4442	61540.4442	61540.4442	61540.4442	55074.85727	55074.85727	55074.85727	55074.85727	143902.0449	76900.60093	-17520.48994	139421.397	147299.4982	114538.0679	66620.76926	22958.20187
O2.UC5-0_GL0102616	120065.1445	82719.48528	14095.97124	14095.97124	108597.4456	144204.4626	147778.2071	115510.1632	111709.9681	47579.17926	47579.17926	61471.90003	126564.4548	20545.13171	59727.84312	-46314.11029	27127.70052	81023.20046	35345.9082	17898.42415	17898.42415	17898.42415	65896.11008	65896.11008	65896.11008	65896.11008	53354.79024	59772.21664	14095.97124	147981.6593	107736.6166	98241.41209	138596.0313	95111.12488	47579.17926	47579.17926	47579.17926	47579.17926	62221.21233	20545.13171	20545.13171	76215.50267	141402.3273	49003.62628	194253.7107	98672.13825	135790.5249	134853.6602	154646.4091	84139.10589	95371.67152	65896.11008	65896.11008	65896.11008
V1.FI36_GL0171065	123552.9775	120017.991	39683.38199	140374.0596	175151.1651	169304.3054	56771.07894	153209.6906	89494.9166	143956.1454	62810.15507	49546.90068	44274.44187	212941.2766	-9491.077959	25331.17499	25331.17499	25331.17499	25331.17499	70652.92983	105028.6998	83149.64105	260546.225	20904.99933	20904.99933	20904.99933	204731.3788	139302.2758	39683.38199	39683.38199	144762.8607	156404.3349	56771.07894	165413.5698	179863.8905	98082.45027	109936.8306	119627.0973	148746.4983	84894.70888	152814.5073	118786.8079	111516.8275	216501.4528	206834.1653	132372.2478	25795.62507	131657.8175	105630.6357	109464.7052	157995.476	168471.8018	157891.4691	154421.4226
T2D-135A_GL0030088	-323.9613493	110528.4114	-323.9613493	165920.597	41335.14892	41335.14892	41335.14892	41335.14892	23637.02156	23637.02156	23637.02156	102705.3135	134134.4723	81550.98634	79187.29966	116317.3795	49873.04964	129739.847	115719.1637	33933.35775	33933.35775	106445.6103	66548.9081	-34728.61831	-34728.61831	121943.8638	125032.1878	126508.7947	-323.9613493	-323.9613493	210952.0385	41335.14892	41335.14892	41335.14892	103047.0836	23637.02156	132919.7501	23637.02156	276.4148205	133382.7278	276.4148205	49319.5706	100813.6195	-47892.86363	54971.59324	50746.694	145670.5207	33933.35775	256675.3874	33933.35775	158616.6893	108283.533	60656.33274	124293.773
V1.FI35_GL0107338	54815.35656	54815.35656	54815.35656	54815.35656	143311.7575	49483.16082	49483.16082	49483.16082	96997.84152	16290.7145	16290.7145	126196.3011	34249.50215	34249.50215	119743.9866	226599.0634	73049.46904	54034.17412	88775.16146	178782.268	115428.3605	183441.6294	206804.6583	130347.7703	129009.1707	197107.9738	54815.35656	54815.35656	54815.35656	54815.35656	49483.16082	49483.16082	49483.16082	49483.16082	85136.7339	91499.36843	16290.7145	16290.7145	34249.50215	34249.50215	189675.9733	34249.50215	-40372.19631	42034.95734	46609.94157	22761.19365	11387.1657	32135.73801	143424.7539	11387.1657	72859.81727	44213.78707	24448.22213	15959.54211
O2.UC41-0_GL0105759	56934.73727	-24233.12462	93453.5535	120262.0742	137707.1625	103347.3449	26631.14669	122502.6968	-5574.82811	75373.35293	123310.4921	72806.47734	72806.47734	72806.47734	72806.47734	78424.02581	78424.02581	78424.02581	78424.02581	7709.162417	2971.861663	14698.08537	-12398.66875	-12398.66875	-12398.66875	45754.30772	131016.6551	126106.9551	-24233.12462	36416.28266	26631.14669	26631.14669	26631.14669	26631.14669	143804.831	55720.40748	68452.75235	102526.4018	72806.47734	72806.47734	72806.47734	72806.47734	78424.02581	78424.02581	78424.02581	78424.02581	65655.27598	126149.4831	162350.2004	109047.765	144205.8192	148702.7509	122022.5014	105796.4591
MH0392_GL0142652	121381.8637	134609.8975	165685.0155	112044.4281	136377.1613	147820.809	183855.9836	119770.8906	149886.491	117837.732	68580.83916	59205.64188	46599.01995	37011.27866	39784.17643	75407.34267	75277.50373	85936.9986	167814.5644	93600.41014	93600.41014	93600.41014	128484.9052	224704.9557	136949.5057	150628.9047	37843.2712	81505.71596	43561.6227	114792.6805	68732.15522	68732.15522	68732.15522	68732.15522	36420.06046	42435.75711	28878.98905	42572.40527	119465.8538	194457.0851	147876.8749	102660.7515	126153.1996	75016.41455	51419.59814	137725.8009	93600.41014	93600.41014	93600.41014	93600.41014	28884.41285	63986.59285	66426.64351	73320.32643
T2D-108A_GL0110041	31984.9575	31984.9575	31984.9575	31984.9575	39435.80481	324633.2805	39435.80481	39435.80481	28084.1951	28084.1951	28084.1951	53741.38159	107169.3419	130088.0111	147359.0505	-7620.570663	-7620.570663	-7620.570663	-7620.570663	3661.073533	3661.073533	115181.7443	76143.95474	188047.3721	131051.5222	147573.2739	31984.9575	220154.683	31984.9575	232303.1436	39435.80481	39435.80481	39435.80481	39435.80481	28084.1951	275788.035	28084.1951	28084.1951	-53123.17452	109362.7639	67350.96061	161348.5924	149713.909	-7620.570663	183134.703	126439.7494	205989.0102	176681.1442	3661.073533	130822.8153	104532.8529	-12570.30355	81066.93353	-12570.30355
V1.UC34-0_GL0053025	32406.21075	104644.9736	32406.21075	32406.21075	28004.29706	47063.65122	-3074.217924	61072.03473	-5831.415768	57978.79256	-5831.415768	56570.50967	56570.50967	56570.50967	56570.50967	-30842.28616	21091.47958	35607.25089	49172.68915	55724.86304	55724.86304	55724.86304	35569.08009	35569.08009	35569.08009	35569.08009	32406.21075	32406.21075	32406.21075	32406.21075	88116.22124	119125.957	93645.42209	119244.1712	101397.2311	92175.74429	119487.9173	73198.40203	56570.50967	56570.50967	56570.50967	56570.50967	-11349.86681	91671.05745	80180.86609	105170.0235	55724.86304	55724.86304	55724.86304	55724.86304	35569.08009	35569.08009	134824.1325	35569.08009
V1.FI02_GL0017922	-9895.481237	148478.4504	132184.7621	167610.5099	14239.41016	219830.4716	14239.41016	14239.41016	23314.72666	23314.72666	23314.72666	-16337.85919	-16337.85919	-16337.85919	-16337.85919	13598.00858	13598.00858	268152.3799	37069.4977	-18762.34451	-18762.34451	-18762.34451	5069.4302	5069.4302	5069.4302	5069.4302	-9895.481237	139630.9956	-9895.481237	-9895.481237	14239.41016	227487.5875	262279.921	14239.41016	66519.36994	23314.72666	23314.72666	23314.72666	-16337.85919	-16337.85919	110488.2695	82910.57519	13598.00858	212075.8587	13598.00858	13598.00858	153961.3919	156729.3058	-18762.34451	-18762.34451	5069.4302	5069.4302	5069.4302	5069.4302
MH0100_GL0157469	14388.33008	14388.33008	14388.33008	14388.33008	22000.16716	85998.96052	22000.16716	155990.1879	50441.55729	50441.55729	50441.55729	-25512.63867	23777.1628	-11129.29361	50427.05692	-12932.9895	105591.0341	81902.86054	18331.35417	49532.14256	49532.14256	49532.14256	50211.97403	50211.97403	50211.97403	50211.97403	93746.75152	103111.2578	14388.33008	120199.5587	22000.16716	54801.23687	22000.16716	87020.44712	50441.55729	50441.55729	50441.55729	50441.55729	44454.63388	83486.96708	74283.08809	201488.0049	10849.57715	56610.00426	133223.4908	89061.00407	49532.14256	49532.14256	49532.14256	49532.14256	50211.97403	50211.97403	50211.97403	50211.97403
O2.UC46-1_GL0046201	100987.5923	39669.29988	39669.29988	39669.29988	93926.27901	99983.17947	155289.0964	153799.3381	83289.30046	125370.1051	20767.43297	147404.8905	136380.2014	90888.85262	20669.7064	83678.59434	83678.59434	83678.59434	83678.59434	101482.0035	136020.9187	124450.4511	156598.6795	39262.71878	39262.71878	107240.7711	167108.7124	39669.29988	39669.29988	144527.7468	32481.90549	115989.9254	84009.05599	92762.74517	165773.4651	161997.4501	131155.2894	20767.43297	78757.82628	46463.61062	166204.8867	109332.9641	83678.59434	83678.59434	83678.59434	83678.59434	33618.48584	17970.41162	71869.33394	37502.90638	39262.71878	128735.9323	39262.71878	146225.5197
MH0188_GL0174415	128040.9951	2382.574701	161329.7757	151570.6108	138673.9625	138545.8075	170985.0229	165474.3611	188374.6452	11212.10972	114432.1335	245305.2956	42712.20341	42712.20341	300938.6684	28228.36643	201211.7893	280903.7248	101115.3903	129137.2703	138561.0215	178161.5643	227556.2101	195473.6936	244998.2948	273704.4605	91435.56601	178072.0022	263495.269	171272.3835	127652.6389	143832.1982	164128.7344	111216.7698	188564.3386	218156.5188	242593.5001	152957.7599	129959.6773	82742.80981	168324.2332	149284.9541	28228.36643	177576.9186	175229.8661	190467.7325	191858.34	247950.4475	181683.9223	183831.9833	100533.582	94743.49949	122429.5762	130173.6319
MH0370_GL0031636	203325.7085	144931.7167	210645.0266	143477.2974	213572.88	223971.0475	181039.7276	168037.4442	218319.256	182831.03	130010.8124	201770.6339	250997.5936	151788.088	157056.4905	162888.7877	116031.2429	102940.2633	170994.5213	170520.6748	300259.7102	252625.1077	173422.0539	282412.4812	300129.5484	294753.4997	111959.8416	170620.1621	308412.2274	203656.2584	213435.6608	212231.1809	47186.95262	175566.2054	111820.2347	160370.4173	186288.2701	94866.0209	231176.3935	280817.373	360826.7083	137877.0212	333140.5877	203122.3595	240593.3266	268282.1612	263200.2577	153311.5527	127188.3529	180456.1572	160173.0806	200409.8184	168296.8875	229476.3217
MH0267_GL0064301	117304.2554	36979.5936	38317.64825	37117.53738	96982.04897	80557.67445	-21624.92893	67844.07004	8179.435337	67808.2666	84826.50282	69162.7864	69162.7864	69162.7864	69162.7864	-22485.55083	46759.17005	37358.54864	90618.83888	46119.15986	46119.15986	46119.15986	107023.6473	76588.74439	-3606.599773	158841.5293	160997.9469	74176.13326	30006.53564	66989.26244	102346.0465	152677.0868	142395.5747	86726.58171	95130.19721	8179.435337	58871.28321	106772.7897	69162.7864	69162.7864	69162.7864	129410.6903	124617.6405	136144.0306	80787.66496	126925.6179	46119.15986	109717.6419	162229.3706	93765.76988	-3606.599773	145034.6614	162864.0026	113110.3561
MH0012_GL0075543	24311.91911	161508.2034	106252.6868	24311.91911	97141.86647	22510.65298	22510.65298	146887.3504	82408.32137	82408.32137	82408.32137	35557.01059	3060.59733	3060.59733	24130.32628	-7528.044268	121223.4376	-7528.044268	-7528.044268	7301.037052	7301.037052	7301.037052	14596.36038	-18116.10986	1192.450452	152303.7679	24311.91911	90249.1855	94049.81216	24311.91911	22510.65298	22510.65298	87401.14889	151252.6349	82408.32137	82408.32137	82408.32137	82408.32137	101600.8643	3060.59733	68439.14563	70037.69062	64818.02652	94144.75295	97340.49857	101367.7391	135979.5344	7301.037052	75303.44334	135958.018	36862.54946	40893.26888	78557.51328	82632.42918
MH0006_GL0113601	30455.81291	106737.0065	115535.0114	141822.1174	144257.8614	66158.8954	145280.5633	121304.3416	151104.8684	61801.74247	47852.36126	104878.6676	107550.7347	240119.9357	23327.41773	53685.14111	185194.256	53685.14111	53685.14111	27498.13001	27498.13001	27498.13001	46250.37157	46250.37157	46250.37157	46250.37157	30455.81291	30455.81291	30455.81291	30455.81291	55803.69848	4624.971777	4624.971777	61834.91207	20614.50154	61002.70025	77376.29432	57454.41105	-33196.06772	29223.89876	15428.38079	-33196.06772	53685.14111	53685.14111	53685.14111	53685.14111	27498.13001	27498.13001	102966.9241	140517.1919	46250.37157	46250.37157	46250.37157	168132.6072
MH0003_GL0106436	30902.15581	75344.878	93415.76393	102327.758	101170.697	80987.15348	150490.2627	69233.13429	66712.95738	66712.95738	66712.95738	17106.34484	17106.34484	62470.38369	17106.34484	57643.04199	63060.11909	119220.3012	188692.2154	163501.7587	42722.51496	25983.5919	66380.01046	66380.01046	66380.01046	66380.01046	30902.15581	30902.15581	30902.15581	30902.15581	63658.69108	131277.9199	62078.62219	-33564.72841	66712.95738	66712.95738	66712.95738	66712.95738	94852.08235	17106.34484	79445.37738	84984.11845	125944.4056	39544.12547	90549.68575	89751.82168	60353.54109	54459.90537	79692.03329	28538.07626	66380.01046	66380.01046	66380.01046	66380.01046
MH0375_GL0001763	66220.44272	-26587.28036	36101.57516	38016.93155	-19780.61313	40748.90324	-19780.61313	38410.13899	37682.14981	37682.14981	37682.14981	37655.00606	37655.00606	37655.00606	37655.00606	-13624.1542	-17081.08587	-17081.08587	15750.14097	32007.92831	32007.92831	32007.92831	27339.49232	27339.49232	27339.49232	27339.49232	113881.1174	-3474.420361	-8430.237585	9742.878115	38557.41634	-19780.61313	-19780.61313	102316.7249	37682.14981	37682.14981	37682.14981	37682.14981	37655.00606	37655.00606	37655.00606	37655.00606	5033.456851	140603.3145	56949.09493	-17081.08587	32007.92831	32007.92831	101812.3995	32007.92831	27339.49232	27339.49232	27339.49232	27339.49232
V1.FI25_GL0174637	47438.29402	63358.40932	42520.72953	85243.57032	-6295.915894	-3772.094203	199111.8158	-236.1210625	33601.29579	33601.29579	147096.1471	37015.63924	138211.0947	130889.3915	37015.63924	14695.40327	76134.37776	14695.40327	125354.5982	58741.91329	58741.91329	58741.91329	59535.71534	59535.71534	59535.71534	59535.71534	178381.4422	129669.5676	-42693.0669	463.1592505	53673.1633	67961.3083	39343.29238	22539.67086	109432.3911	33601.29579	127862.6197	33601.29579	37015.63924	37015.63924	200727.4652	37015.63924	57225.67589	97189.06869	104335.9045	14695.40327	58741.91329	58741.91329	58741.91329	58741.91329	59535.71534	59535.71534	59535.71534	59535.71534
MH0417_GL0006770	31760.7474	89788.97137	96321.14231	100722.2504	22641.64608	92065.68391	118080.5198	90739.16456	152709.5073	56282.99628	56282.99628	126553.6115	74524.59127	103762.6027	21206.59489	77705.42529	68279.18969	89945.55328	148459.9288	155550.0199	47585.27338	47585.27338	54004.82076	54004.82076	54004.82076	54004.82076	60170.28611	57552.78499	110929.7326	98073.8643	22641.64608	90448.51198	98312.33211	22641.64608	56282.99628	56282.99628	56282.99628	56282.99628	21206.59489	21206.59489	92785.6178	67427.26555	18382.73946	34384.85316	42565.19689	54495.37128	47585.27338	47585.27338	47585.27338	47585.27338	54004.82076	54004.82076	54004.82076	54004.82076
MH0329_GL0019010	129247.3141	76874.72177	153535.6441	94833.36574	189437.7059	172298.1287	38955.63912	207603.4809	27802.58623	27802.58623	117829.1318	34117.42546	34117.42546	164323.4538	34117.42546	80399.12053	47164.72153	74401.52203	104224.443	97168.92271	1732.453668	81104.00329	88511.47053	88511.47053	88511.47053	192360.2576	67070.12899	87141.27826	77985.00068	137797.5579	114898.426	114048.4439	115649.9345	139993.6279	113217.0531	27802.58623	122540.6209	108337.5465	81121.51369	155811.5827	119884.6601	144249.0911	81485.84136	65804.04713	76657.49945	155946.852	144805.7995	116440.369	1732.453668	103863.5001	88511.47053	88511.47053	88511.47053	88511.47053
O2.UC28-0_GL0204562	90675.2697	135993.7425	93852.50038	104404.5431	34068.01127	34068.01127	34068.01127	198511.7323	53767.17992	53767.17992	53767.17992	5272.864889	5272.864889	86343.03592	5272.864889	9191.768677	9191.768677	9191.768677	9191.768677	116370.5096	95072.53231	113121.3203	64529.2181	119048.1739	131391.3298	131605.7603	116609.6046	165947.6024	195055.3796	149758.3746	34068.01127	116073.4985	34068.01127	178145.7466	153031.4905	53767.17992	182152.6379	199481.0924	192187.345	107767.5681	107921.294	189832.9119	184339.903	197289.9822	154274.3709	166960.6635	188596.2183	159149.804	-31890.30212	160657.2648	29512.71671	71002.33895	108795.7154	121125.4694
MH0184_GL0065025	-4575.252333	226206.2485	135956.161	105191.6439	54899.12399	54899.12399	54899.12399	54899.12399	-28207.20838	174880.5772	81092.96602	-12196.21252	-12196.21252	65359.20171	-12196.21252	-14207.63626	68175.72281	120266.5909	167532.9934	54064.86242	54064.86242	54064.86242	119134.7498	180500.8652	169292.3798	145698.4496	100230.1837	-4575.252333	-4575.252333	-4575.252333	54899.12399	54899.12399	54899.12399	54899.12399	33475.97132	-28207.20838	-28207.20838	25087.29055	42933.36392	-12196.21252	33925.84383	125001.1047	68695.86797	-14207.63626	-14207.63626	147574.2121	54064.86242	54064.86242	54064.86242	54064.86242	1028.243095	1028.243095	1028.243095	46716.16452
MH0270_GL0018463	31992.64009	31992.64009	31992.64009	31992.64009	42868.98752	42868.98752	42868.98752	42868.98752	-2855.478738	-2855.478738	-2855.478738	29102.27039	18568.61859	3775.055163	-7534.212137	29159.83053	29159.83053	29159.83053	29159.83053	-23563.91333	96272.20745	88361.24358	-64659.98636	-64659.98636	91317.16873	44170.98151	31992.64009	31992.64009	31992.64009	204480.5926	42868.98752	42868.98752	42868.98752	42868.98752	168465.1117	191051.5072	-2855.478738	147038.2063	25788.10311	25587.86719	26902.54263	33817.61121	188731.1806	29159.83053	29159.83053	29159.83053	152031.8258	156052.6135	-23563.91333	-23563.91333	138055.1072	48724.18945	-64659.98636	78787.85627
T2D-53A_GL0140451	92516.39075	107335.3012	137346.5119	97090.41665	35201.20986	35201.20986	35201.20986	35201.20986	58585.71786	58585.71786	58585.71786	50028.56915	50028.56915	50028.56915	50028.56915	137569.8201	-88315.92649	62394.83371	27767.43761	31483.80275	31483.80275	31483.80275	-15606.06881	73574.94435	-15606.06881	-15606.06881	-30655.59236	64707.0134	107358.6381	114628.0721	35201.20986	35201.20986	187225.9206	35201.20986	58585.71786	58585.71786	58585.71786	58585.71786	50028.56915	50028.56915	50028.56915	183793.9309	121973.9623	34261.61183	62435.83229	100826.8975	215032.7083	31483.80275	31483.80275	31483.80275	99780.08724	101375.8333	105645.7008	97024.93187
V1.UC36-0_GL0035617	72618.70152	-6846.835274	-6846.835274	68734.81094	116156.7298	164723.1563	-19244.08047	-19244.08047	36465.76661	36465.76661	36465.76661	28087.78039	28087.78039	28087.78039	175093.3743	36743.12446	36743.12446	36743.12446	36743.12446	45146.96001	68952.59505	74121.66428	163889.94	8593.180679	120056.3599	8593.180679	53581.34612	86357.33145	-6846.835274	-6846.835274	89294.08679	85020.70325	-19244.08047	-19244.08047	36465.76661	36465.76661	36465.76661	36465.76661	28087.78039	28087.78039	28087.78039	28087.78039	36743.12446	36743.12446	36743.12446	36743.12446	-20470.50157	-4562.105666	-5276.679957	12761.9308	8593.180679	8593.180679	8593.180679	8593.180679
MH0196_GL0108308	8709.179776	94639.83789	78196.98158	93737.66348	112883.9064	127927.7629	129483.3384	113622.7634	117364.7811	88850.98415	48097.54504	106121.0091	10850.14758	10233.30364	105901.6868	109927.392	67794.12642	67794.12642	164694.6549	152802.5433	178843.239	97646.35025	56945.26604	114539.8517	82986.46439	143260.9087	77069.26356	100230.409	130133.1256	8709.179776	172532.524	43764.33551	43764.33551	94829.95336	70496.38181	73033.75003	70265.83822	104226.5745	110068.8103	100007.4002	47452.29636	107574.0193	67794.12642	131987.5737	67794.12642	67794.12642	48865.39374	39815.30081	28759.28681	69835.98451	35735.10525	79660.25774	49195.71831	106800.2478
MH0154_GL0086262	128538.9079	138262.558	152875.4391	226718.1753	160149.8082	130443.3305	99389.34258	120071.5844	142675.9617	113001.3029	56035.06536	84140.6674	84140.6674	84140.6674	84140.6674	39461.98784	39461.98784	39461.98784	39461.98784	74942.67871	47034.85175	46912.69254	133298.7155	33449.20295	33449.20295	33449.20295	94077.50277	110177.9818	8314.251323	8314.251323	85342.56828	116263.8469	-30849.57208	170980.9328	107263.6963	167561.6922	201592.682	246377.8896	84140.6674	84140.6674	84140.6674	84140.6674	56620.73307	182725.5355	102983.2405	185414.8349	184452.8584	109858.0022	101928.7589	142085.8231	111453.798	33449.20295	177814.9565	116615.5261
O2.UC11-2_GL0099485	-14377.10322	123408.6544	163471.2287	136171.0468	129020.0543	105083.4359	184100.4532	142402.9924	123271.8859	121007.6034	24443.37917	105227.3895	116230.058	113828.9992	128274.6707	153524.3992	5864.796446	5864.796446	164816.6599	114924.9244	159103.0186	111129.5238	141761.5758	185065.3299	107981.0095	189398.9154	63030.53452	118784.1754	122164.4145	122945.7192	42021.55184	128327.2388	164187.4939	42021.55184	80513.68517	177627.6949	56582.38141	24443.37917	62013.57342	108735.9236	62013.57342	271385.3774	154759.979	97344.62028	134516.2818	118438.1045	157911.7614	93399.18501	142286.9004	-33483.55192	45042.36809	66849.39821	13765.65117	104257.3361
MH0381_GL0140512	171446.1454	-17377.77266	123464.0847	56491.65576	153833.247	87569.87706	7712.473024	83002.40235	-16730.76709	36728.08531	58173.84366	68542.96305	68542.96305	68542.96305	68542.96305	11296.70085	11296.70085	11296.70085	11296.70085	21069.22075	21069.22075	127204.6497	12085.68485	108342.6221	12085.68485	12085.68485	100262.6326	75468.52702	43413.00125	65237.7529	148015.8566	7712.473024	7712.473024	154903.4273	34467.09239	58481.72355	44124.89959	85985.66009	68542.96305	68542.96305	68542.96305	113800.9629	196448.3187	72637.6727	127944.0865	126895.3709	191511.2858	21069.22075	137921.5074	21069.22075	12085.68485	12085.68485	12085.68485	124729.4817
MH0002_GL0005969	224393.6502	340287.373	290517.9795	252545.0639	266005.2732	332696.6925	264950.2677	225312.2038	336386.4565	234169.4966	210034.2651	283979.0291	306162.3789	357000.701	190820.7911	421977.4448	306623.3177	268544.4323	283927.3401	309054.1872	214534.5149	285614.479	368042.5158	295658.1834	283891.672	314739.6394	148286.6183	185812.2285	264490.9994	330572.6265	238489.0073	210951.2106	299173.3544	309389.6832	220709.4636	260731.7886	203497.6399	87849.65574	193754.9088	305050.2536	253584.8821	190087.2616	327232.8779	222650.3225	249405.9732	232445.8753	255951.4941	219041.0256	235321.0393	237145.1032	196761.5242	203125.8738	184450.1595	159015.9466
O2.CD2-0_GL0071833	33565.3427	92841.52723	96687.13025	33565.3427	185348.0768	82115.37712	52465.23907	64170.483	50798.40656	50798.40656	50798.40656	83146.745	107908.7285	31502.77428	65009.64099	-28989.58269	50179.43702	54107.76837	112251.4533	64297.2727	83036.77058	32913.89806	60164.99983	60164.99983	60164.99983	60164.99983	92381.90657	70265.55591	33565.3427	166367.6053	85164.40437	133146.4648	123980.5036	37871.44301	50798.40656	84552.42083	147909.4663	50798.40656	31502.77428	172433.7618	31502.77428	108773.2577	112967.023	83285.48594	101561.7189	155616.4345	91677.39356	179091.3758	86373.88294	113686.7491	60164.99983	60164.99983	60164.99983	60164.99983
